city,latitude,longitude
FAYETTEVILLE-MANLIUS HIGH SCHOOL,43.00951,-75.9602
FAYVILLE,43.14702,-74.12041
FAYVILLE CREEK,43.14646,-74.1168
MOUNT FAY,44.31366,-73.60236
FEAK HOLLOW,42.22925,-75.0635
FEAGLES LAKE,41.6044,-75.04763
FEATHER BED SHOAL,44.15088,-76.31606
FEATHERS CREEK,42.23757,-78.01639
FEATHER BED SHOAL,44.15838,-76.30661
FEDERAL CORNERS,42.84146,-74.97682
FEDERAL FLAT CEMETERY,43.77895,-73.94208
FEDERAL HALL NATIONAL MEMORIAL,40.70723,-74.01003
FEDERAL HILL,42.28814,-74.88349
FEDERAL HILL,43.58368,-73.66679
FEDERAL HILL CEMETERY,43.58062,-73.66095
FEDERAL HILL SCHOOL,42.28397,-74.87294
FEDERAL RESERVE BANK OF NEW YORK,40.70816,-74.00875
FEEDER MOUNTAIN,44.08061,-73.63485
FEENY PARK,40.91121,-73.79986
FEINBURG PARK,44.88087,-73.65848
FELDSPAR BROOK,44.11422,-73.95487
FEATHERSTONHAUGH LAKE,42.81404,-74.11627
FELLOWS CEMETERY,42.95618,-76.28604
FELLOWS FALLS,42.81618,-76.15743
FELLOWS HILL,42.81118,-76.02131
FELLOWSHIP BAPTIST CHURCH,40.63705,-74.16014
FELLOWSHIP CHURCH,40.82538,-73.42179
FELTERS CORNERS,41.19871,-74.00931
FELTON BRIDGE,42.48034,-78.68392
FELTON BROOK,44.41367,-74.75713
FELLOWS CEMETERY,43.0509,-77.79612
FELTS MILLS,44.02229,-75.76326
FELTS MILLS CREEK,44.02312,-75.76298
FELTON HIGH SCHOOL,43.03033,-78.86726
FENDER BROOK,44.7081,-74.06432
FENIMORE,43.30229,-73.59456
FENNER,42.96951,-75.78685
FENNER,43.0584,-77.66722
FENNER MEADOW BROOK,44.57089,-74.69269
FENMORE PARK,40.98676,-73.7193
TOWN OF FENNER,42.97095,-75.77743
FENTON CREEK,42.83839,-78.38196
FENNER MEADOWS,44.57423,-74.69713
TOWN OF FENTON,42.2009,-75.80119
FENTONVILLE,42.00395,-79.14032
FENWAY GOLF CLUB,40.99926,-73.76485
POINT AU FER,44.93948,-73.35763
FERENBAUGH,42.19757,-77.00774
FERGUSON BROOK,43.44785,-73.85651
FENTON PARK,42.09145,-79.23866
FERGUSON CORNERS,42.75757,-77.10442
FERGUSON CREEK,43.09174,-75.15794
FERGUSON CEMETERY,42.77341,-74.07429
FERGUSON MOUNTAIN,43.15091,-74.30097
FERGUSONS CORNERS,43.11368,-76.92885
FERGUSONS LAKE,41.09935,-73.82654
FERGUSONVILLE,42.49286,-74.80488
FERN CLIFF SCHOOL,42.98118,-75.02321
FERN ISLAND,44.30839,-74.1896
FERN LAKE,44.4887,-73.71847
FERN LAKE MOUNTAIN,44.4931,-73.73597
FERN PLACE SCHOOL,40.77454,-73.49179
FERNCLIFF CEMETERY,41.0276,-73.83236
FERNDALE,41.77398,-74.73849
FERNDALE CEMETERY,43.03535,-74.36264
FERNETTE MOUNTAIN,43.87284,-73.57457
FERNOW MOUNTAIN,43.70146,-74.87684
FERNWOOD,43.49535,-76.15048
FERNWOOD,43.27646,-73.64651
FERNWOOD,41.87453,-75.06961
FERRIS CEMETERY,42.65869,-74.69654
FERRIS CEMETERY,41.71732,-73.95458
FERRIS CEMETERY,43.10479,-76.80051
FERRIS CREEK,40.90871,-73.77013
FERRIS HILL,42.35536,-74.48098
FERRIS LAKE,43.30701,-74.63116
FERRIS ROCK,44.5231,-73.35902
FERRY AVENUE SCHOOL,43.09117,-79.04199
FERRY BEACH,40.90871,-73.5479
FERRY CEMETERY,43.97173,-76.12493
FERRY POINT PARK,40.81288,-73.83347
FERRY VILLAGE,42.97089,-78.94837
FERRYALL REEF,44.90837,-73.37097
FETH ADMINISTRATION HALL,40.94288,-73.82097
FEULLARD LAKE,43.35918,-74.74209
FEULLARD MOUNTAIN,43.36507,-74.7346
FEULLARD VLY,43.36146,-74.74571
FEURA BUSH,42.57786,-73.87874
FEURI SPRUYT,42.52147,-73.82151
FERGUSON MOUNTAIN,44.26949,-73.46596
FICAL CEMETERY,43.06202,-74.57959
FICAL CORNERS,43.06507,-74.58736
FICKLES CORNER,42.26146,-75.81825
FIDDLERS ELBOW,43.35506,-78.19697
FIDDLERTOWN SCHOOL (HISTORICAL),43.05757,-74.9721
FIEGEL POINT,43.22451,-76.09937
FIELD CORNERS,41.44787,-73.64457
FIELD CROSSING,42.67757,-75.03099
FIELD HOLLOW,42.23423,-78.72753
FEY MILL,43.44535,-75.54462
FIELDS BROOK,43.29396,-75.76269
FIELD LIBRARY OF PEEKSKILL,41.28982,-73.92069
FIELDS SETTLEMENT CEMETERY,43.95034,-75.98187
FIELDSTON LAKE,41.76651,-74.77706
FIELDSTON UPPER SCHOOL,40.88903,-73.90699
FIERO POND,41.54397,-74.48079
FIFTH AVENUE ELEMENTARY SCHOOL,40.87649,-73.30567
FIFTH AVENUE SCHOOL,40.73149,-73.2604
FIFTH CREEK,43.80201,-75.14546
FIELDS SETTLEMENT,43.94367,-75.97937
FIFTH LAKE,43.88935,-74.23254
"FIFTH LAKE, FULTON CHAIN LAKES",43.74807,-74.79198
FIFTH LAKE,41.86453,-74.08416
FIFTH PEAK,43.61951,-73.58428
FIFTH POND,44.11249,-73.54164
FIFTH PRECINCT STATION HOUSE,40.71611,-73.99806
FIFTH WARD SCHOOL,42.93202,-74.20069
FIFTY SIX CEMETERY,42.69119,-73.48484
FIFTY SIX CHURCH,42.70452,-73.47678
FIFTYSEVENTH STREET PIER,40.64816,-74.02681
FIFTYTHREE HOLLOW,42.01229,-78.02584
FIFTH CREEK POND,43.84034,-75.07868
FIGHTING ISLAND,40.63455,-73.56124
FIGURE EIGHT MOUNTAIN,44.77949,-74.04793
FIGURE EIGHT POND,44.77394,-74.0674
FILE FACTORY HOLLOW,41.19676,-74.06348
FIGERT LAKE,43.35174,-74.95893
FILER HILL,42.46119,-75.25684
FILERS LAKE,41.33685,-74.10865
FILIPPINI POND,41.70653,-74.8801
FILKIN HILL,42.60008,-74.08152
FILLMORE,42.46618,-78.11501
FILLMORE CORNER,42.99118,-76.0177
FILLMORE GLEN STATE PARK,42.69396,-76.39605
FILLMORE JUNIOR HIGH SCHOOL,42.9245,-78.83503
FILMORE CHAPEL,43.28172,-78.91004
FINCH HOLLOW,42.12452,-75.97548
FILER CORNERS,42.51119,-75.25906
FINCH HOLLOW,42.12647,-75.24295
FINCH MARSH,43.59479,-73.36567
FINCH MOUNTAIN,43.36007,-74.34931
FINCHES POND,43.37506,-74.98982
FINCHVILLE,41.42787,-74.57127
FINDLEY LAKE,42.10605,-79.72572
FINDLEY LAKE,42.11922,-79.73255
FINE,44.24784,-75.1377
TOWN OF FINE,44.16228,-75.07363
FINEVIEW,44.28755,-76.01217
FINEVIEW CEMETERY,44.45339,-75.68857
FINGER LAKES,42.8334,-76.99997
FINGER LAKES MARINA,42.89034,-76.92163
FINGER LAKES NATIONAL FOREST,42.51896,-76.79624
FINGER LAKES TRAIL,42.44757,-76.80412
FINGERBOARD MOUNTAIN,41.26509,-74.10403
FINGER LAKES REGIONAL AIRPORT,42.88038,-76.78319
FINK BASIN,43.02702,-74.82515
FINK HOLLOW,43.35257,-75.27906
FINK-VAN VALKENBURG CEMETERY,43.03674,-74.81404
FINKLE BROOK,43.56312,-73.65317
FINCH MARSH,43.57396,-73.374
FINLEY HILL,43.16812,-77.28165
FINLEY MIDDLE SCHOOL,40.8776,-73.4029
FINN BROOK,43.40618,-75.61018
FINLEY CEMETERY,43.16145,-77.27387
FINN HILL,43.42757,-75.61268
SOPHIE G FINN ELEMENTARY SCHOOL,41.92315,-73.99875
FINN SQUARE,40.71871,-74.00681
FINNEGAN BROOK,43.49674,-75.68713
FINN HILL,43.48674,-75.08794
FINNEGAN BROOK,43.38785,-75.73713
FINNEGAN HILL,42.94673,-77.78278
FINTCHES CORNERS,43.27979,-76.64439
FIR BROOK,41.92481,-74.6546
FINNEGANS CORNERS,41.36621,-74.35988
FIR MOUNTAIN,42.02759,-74.46904
FIR TREE POINT,42.46785,-76.90524
FIRE ISLAND,40.6476,-73.14595
FIRE ISLAND,40.66788,-73.05428
FIRE ISLAND INLET,40.63038,-73.26567
FIRE ISLAND NATIONAL SEASHORE,40.69664,-73.00023
FIRE ISLAND PINES,40.66538,-73.06817
FIRE ISLAND PINES FERRY,40.69778,-73.06639
FIRE ISLAND SCHOOL,40.64566,-73.15984
OTIS PIKE FIRE ISLAND HIGH DUNE WILDERNESS,40.71177,-72.92844
FIRE ISLANDS,40.65621,-73.19123
FIRE ROCK ISLAND,44.39505,-75.84496
FIREMAN PARK,42.822,-78.67781
FIREMANS PARK,41.20898,-73.87236
FIREMANS WHITE LAKE SEAPLANE BASE,41.68426,-74.831
FIREMENS HOME NURSING HOME OF THE STATE OF NEW YORK,42.25679,-73.7788
FIREMENS MEMORIAL FIELD,40.67149,-73.68819
FIREMENS MEMORIAL PARK,40.69538,-73.37623
FIREPLACE,41.04649,-72.15258
FIREPLACE LODGE GIRLS CAMP (HISTORICAL),41.04954,-72.15202
FIREPLACE NECK,40.76204,-72.89816
FIREY HILL,42.95702,-74.80626
BURLINGTON FLATS BAPTIST CHURCH,42.7443,-75.17892
FIRST BAPTIST CHURCH,41.16148,-73.86125
FIRST BAPTIST CHURCH,41.30121,-73.92042
FIRST BAPTIST CHURCH (HISTORICAL),41.2912,-73.92236
FIRST BAPTIST CHURCH OF BURLINGTON,42.72313,-75.12599
FIRST BIBLE CHURCH,43.22506,-77.73501
FIRST BROOK,44.30478,-74.99659
FIR ISLAND,44.02978,-76.16048
FIRST BURNT HILL,44.45144,-73.91098
FIRST CHINESE PRESBYTERIAN CHURCH,40.71306,-73.99528
FIRST CHRISTIAN CHURCH,40.91399,-73.84208
FIRST CHURCH,44.95754,-73.63875
FIRST CHURCH OF CHRIST,40.9476,-73.73735
FIRST CHURCH OF CHRIST SCIENTIST,41.28509,-73.92458
FIRST CHURCH OF CHRIST SCIENTIST,41.25898,-73.68541
FIRST CHURCH OF CHRIST SCIENTIST,40.93899,-73.83124
FIRST CHURCH OF CHRIST SCIENTIST,41.02788,-73.76402
FIRST COMMUNITY BAPTIST CHURCH,41.05787,-73.7743
FIRST CREEK,44.01396,-75.36297
FIRST BROTHER,43.74701,-73.65596
FIRST CREEK,43.26229,-76.99302
FIRST ISLAND,44.26283,-74.25044
FIRST LAKE,43.60559,-74.93287
"FIRST LAKE, FULTON CHAIN LAKES",43.71784,-74.92517
FIRST LAKE,41.89715,-74.05828
FIRST METHODIST CHURCH,41.29232,-73.91736
FIRST PAWLING CHURCH,41.55009,-73.66874
FIRST PEAK,43.59201,-73.60428
FIRST POND,44.012,-73.93292
FIRST POND,44.2895,-74.18877
FIRST POND,44.08235,-74.36238
FIRST PRESBYTERIAN CHURCH,41.1601,-73.86097
FIRST PRESBYTERIAN CHURCH,41.29454,-73.80875
FIRST PRESBYTERIAN CHURCH,41.25759,-73.68541
FIRST REFORMED CHURCH,40.9076,-73.83652
FIRST RESERVOIR,41.21554,-74.05888
FIRST SHEARITH ISRAEL GRAVEYARD,40.71222,-73.99917
FIRST STILLWATER,43.63201,-74.771
FIRST STILLWATER,43.52229,-74.76322
HELEN B DUFFIELD ELEMENTARY SCHOOL,40.80278,-73.13306
FIRST UNION BAPTIST CHURCH,40.8176,-73.91903
FIRST UNITARIAN CONGREGATIONAL CHURCH (HISTORICAL),40.94121,-73.89458
FIRST UNITED METHODIST CHURCH,40.91843,-73.82902
FIRTHCLIFFE,41.43926,-74.04514
FIRTHCLIFFE HEIGHTS,41.44843,-74.05736
FIRWOOD CEMETERY,42.38953,-73.77957
FISH BROOK,42.08314,-75.22295
FISH CABIN CREEK,41.44093,-74.8035
FIRST LAKE,43.86312,-74.26821
FISH CREEK,41.96564,-75.181
FISH COVE,40.93692,-72.40505
FISH CREEK,44.31978,-74.17377
FISH CREEK,44.31478,-74.36683
FISH CREEK,43.83479,-75.97798
FISH CREEK,43.91701,-75.21324
FISH CREEK,43.66701,-75.36657
FISH CREEK,43.52035,-75.53324
FISH CREEK,43.37061,-78.53614
FISH CREEK,43.19285,-75.73185
FISH CREEK,43.15922,-79.04477
FISH CREEK,42.97867,-77.38554
FISH CREEK,43.27034,-78.3628
FISH CREEK,43.23951,-76.26632
FISH CREEK,43.09702,-73.57706
FISH CREEK,44.08534,-75.26297
FISH CREEK,44.472,-75.59745
FISH CREEK,42.06204,-74.01292
FISH CREEK LANDING,43.2209,-75.69991
FISH CREEK PONDS,44.30136,-74.35467
FISH CREEK STATION,43.19618,-75.71296
FISH HAWK CLIFFS,44.1095,-73.82403
FISH HILL,42.27506,-78.72225
FISH HILL,43.56784,-73.35372
FISH HOLLOW,42.2337,-75.06461
FISH CREEK BAY,44.30046,-74.3357
FISH ISLAND,41.30037,-73.95875
FISH KILL,42.40257,-76.58772
FISH HOUSE,43.14452,-74.13291
FISH MOUNTAIN CEMETERY,43.46674,-74.45626
FISH POINT,43.52479,-73.66095
FISH POND,43.86663,-74.0874
FISH POND,44.39358,-74.36993
FISH POND,43.77903,-75.25932
FISH PONDS,43.54166,-74.07071
FISH SCHOOL,42.54813,-75.96242
FISHBROOK POND,43.57566,-73.53754
FISHER AIRPORT,42.7892,-78.47685
FISHER BAY,43.18035,-75.98131
FISHER CEMETERY,42.77952,-73.95985
FISHER METHODIST CHURCH,42.78063,-73.95818
FISHER GULLY,42.77368,-77.29554
FISH MOUNTAIN,43.47201,-74.4607
FISHER HOLLOW,42.13285,-77.6361
FISHER MEMORIAL CHAPEL,43.60812,-75.34545
FISHER VLY LAKE,43.22496,-74.44473
FISHERMAN BEACH,41.00677,-72.45564
FISHERS,43.00867,-77.46472
FISHERS ISLAND,41.27315,-71.98174
FISHERS ISLAND,41.2561,-72.02952
FISHERS ISLAND FERRY,41.29677,-72.07619
FISHERS ISLAND SOUND,41.30232,-71.96452
FISHERS LANDING,44.27644,-76.008
FISHERVILLE,42.15646,-76.86885
FISHHOLE POND,44.58654,-74.10456
FISHING BROOK,43.9759,-74.22654
FISHER SCHOOL,42.81811,-78.78864
FISHING BROOK RANGE,43.92479,-74.31154
FISHING ROCK,43.91979,-74.2221
FISHING ROCK,40.96954,-72.85316
FISHKILL,41.53565,-73.89903
FISHKILL CEMETERY,41.54009,-73.90708
FISHKILL CORRECTIONAL FACILITY,41.52357,-73.94896
FISHKILL CREEK,41.48454,-73.98153
FISHING BROOK MOUNTAIN,43.93423,-74.2946
FISHKILL LANDING (HISTORICAL),41.52093,-73.98292
FISHKILL PLAINS,41.60704,-73.83041
TOWN OF FISHKILL,41.51293,-73.92714
FISHPOLE OUTLET,44.75588,-74.21822
FISHKILL HASSOCKS,40.60955,-73.86541
FISHPOLE POND,44.11242,-74.79917
FISHS EDDY,41.9637,-75.17489
FISK MARSH,42.80285,-75.68741
FITCH,42.26284,-78.43752
FITCH BRIDGE,42.08285,-76.86663
FITCH CEMETERY,42.25534,-78.4378
FITCH HILL,42.76563,-74.95099
FITCH POINT,43.15008,-73.37983
FITCHES BRIDGE,42.29814,-74.87933
FITCHS WHARF,42.33231,-73.78568
FITTING CREEK,42.31314,-73.74207
FISHPOLE POND,44.73776,-74.18281
FITZGERALD POINT,42.8759,-76.2891
FITZGERALD POND,44.09609,-75.40723
FITZPATRICK-TOMPKINS MEMORIAL PARK,40.96232,-73.87625
FIVE CHIMNEYS CORNER,43.0334,-75.61907
FIVE CORNERS,42.25924,-77.83194
FIVE CORNERS,42.63757,-76.57578
FIVE CORNERS,42.6423,-75.33017
FIVE CORNERS,43.04478,-78.13807
FIVE CORNERS,43.07811,-78.28724
FIVE CORNERS,44.0259,-75.81965
FIVE CORNERS,42.79479,-75.296
FIVE CORNERS,43.07618,-75.69102
FIVE CORNERS,42.98674,-75.47629
FIVE CORNERS,42.89396,-75.37045
FIVE CORNERS,42.92201,-76.25798
FIVE CORNERS,43.26284,-78.1928
FIVE CORNERS,42.44675,-74.38042
FIVE CORNERS,42.11313,-77.49165
FIVE CORNERS,42.65089,-78.33835
FIVE FALLS RESERVOIR,44.52648,-74.83237
FIVE ISLANDS PARK,40.91093,-73.76541
FIVE POINTS,42.30284,-78.79559
FIVE POINTS,42.96145,-77.66417
FIVE POINTS,43.06978,-77.85945
FIVE POINTS,42.94895,-76.9783
FIVE POINTS,42.67869,-74.81265
FIVE PONDS,44.05145,-74.95241
FIVE STREAMS,42.43202,-75.77853
FITTS CORNERS,42.56368,-76.32327
FIVEMILE CEMETERY,42.17284,-78.50113
FIVEMILE CREEK,42.09312,-78.50613
FIVE WATERS CORNERS,42.9884,-77.0897
FIVEMILE CREEK,43.87506,-73.42706
FIVEMILE CREEK,42.37479,-77.37026
FIVEMILE CREEK,42.44507,-76.62856
FIVEMILE DAM,43.01424,-74.78348
FIVEMILE POINT,42.09119,-75.82297
FIVEMILE POINT,42.87673,-76.37882
FIVEMILE POINT,42.76507,-74.8996
FIVEMILE POINT LIGHT,43.90367,-73.40151
FLACKVILLE,44.66534,-75.35744
FLACKVILLE CEMETERY,44.67617,-75.36688
FLAG BROOK,44.25616,-74.15405
FIVEMILE MOUNTAIN,43.63951,-73.57734
FLAG CREEK,42.30422,-79.36116
FLAG MARSH RUN,42.02424,-76.4805
FLAG SWAMP,41.241,-74.23666
FLAGLER CEMETERY,41.58815,-73.69791
FLAGLER CORNERS,42.8548,-73.79457
FLAGPOLE HILL,42.5773,-75.42907
FLAGSTAFF MOUNTAIN,44.47505,-73.52152
FLANDERS,40.90343,-72.61759
FLANDERS BAY,40.92232,-72.59398
FLANDERS CEMETERY,42.86646,-74.52264
FLANDERS HILL,40.87454,-72.60454
FLANDERS ELEMENTARY SCHOOL,44.84894,-74.28601
FLAT BROOK,42.34203,-73.37483
FLAGGY MEADOW MOUNTAIN,41.25982,-74.06292
FLAT BROOK,41.95565,-74.54849
FLAT BROOK,43.97534,-74.2246
FLAT BROOK,41.96176,-74.4621
FLAT CREEK,42.97452,-74.97127
FLAT CREEK,42.84285,-74.50153
FLAT CREEK,42.89452,-74.51319
FLAT CREEK,40.64038,-73.51179
FLAT HAMMOCK,41.28343,-72.01035
FLAT HILL,43.3359,-73.97874
FLAT HILL,41.87704,-74.35765
FLAT HUCKLEBERRY ISLAND,44.29449,-76.13023
FLAT IRON,43.3859,-74.43987
FLAT MOUNTAIN,44.53088,-73.64431
FLAT MOUNTAIN,44.21033,-73.74486
FLAT ROCK,44.86698,-73.64209
FLAT ROCK,44.18617,-74.84269
FLAT ROCK,43.78173,-73.46317
FLAT ROCK BROOK,41.57898,-73.6993
FLAT CREEK,42.43008,-74.40153
FLAT ROCK ISLAND,40.94621,-73.68402
FLAT ROCK POWERPLANT,44.22173,-75.07353
FLAT TOP MOUNTAIN,44.52701,-74.5499
THE FLAT,41.97009,-73.94986
FLATBROOK,42.37703,-73.429
FLATBUSH,40.65205,-73.95903
FLATBUSH,42.01537,-73.96041
FLATBUSH AVENUE TERMINAL,40.68344,-73.97486
FLATBUSH REFORMED CHURCH,42.02282,-73.95502
FLATELY BROOK,43.04424,-73.58539
FLAT ROCK FALLS,44.3184,-75.0077
FLATIRON BROOK,42.04981,-74.53015
FLATFISH POND,43.9813,-74.57482
FLATIRON POINT,44.15312,-74.87741
FLATIRON ROCK,42.02701,-78.44419
FLATLANDS,40.62122,-73.93486
FLATROCK MOUNTAIN,43.66812,-75.05851
THE FLATS,41.02982,-72.1873
FLATSTONE CREEK,42.05618,-78.57669
FLATIRON ISLAND,44.31949,-76.04467
FLAX ISLAND CREEK,42.3873,-75.18045
FLAX ISLAND CEMETERY,42.4423,-75.21795
FLAXMILL BROOK,43.14341,-73.38344
FLAX POND,40.96352,-73.14018
FLEETS COVE,40.90232,-73.38679
FLEETS NECK,41.00732,-72.46675
FLEETWOOD,40.9251,-73.83597
FLEETWOOD STATION,40.92704,-73.83958
FLEETWOOD STATION MOUNT VERNON POST OFFICE,40.92482,-73.83736
FLEETWOOD TROTTING COURSE (HISTORICAL),40.82871,-73.91236
FLEISCHMANN MOUNTAIN,42.14342,-74.56376
FLEISCHMANNS,42.15537,-74.53238
FLEMING,42.86173,-76.57411
FLEMING CEMETERY,42.85007,-76.5905
FLEMING CREEK,43.25951,-77.64139
FLEET COVE,42.39813,-77.07164
TOWN OF FLEMING,42.87001,-76.57784
FLEMINGS POND,43.90187,-73.62788
FLEMINGVILLE,42.1648,-76.24882
FLETCHER CORNERS,42.80701,-77.41888
FLETCHER POINT,42.53728,-79.23143
FLETCHER SCHOOL,42.08117,-79.24033
FLETCHER ELEMENTARY SCHOOL,43.0103,-78.89346
FLEURY MOUNTAIN,44.32672,-73.5743
FLEXNER HALL,40.76288,-73.95486
FLINT,42.85784,-77.10608
FLINT,41.63732,-74.13653
FLINT BROOK,43.38063,-75.45045
FLEMING MOUNTAIN,43.92367,-73.61596
FLINT CEMETERY,42.85785,-74.74292
FLINT CHAFFEE CEMETERY,44.81505,-74.6838
FLINT CREEK,42.9609,-77.04941
FLINT CEMETERY,42.85174,-74.6782
FLINT HOLLOW,42.20395,-78.60669
FLINT MINE HILL,42.32897,-73.83235
FLINT TOWN,43.39951,-75.44018
FLIRTATION ISLAND,43.75673,-73.47762
FLITZPATRICK CREEK,42.9548,-74.23263
FLINT PARK,40.93177,-73.74513
THE FLOE,43.4008,-74.70406
FLOODWOOD,44.33367,-74.40628
FLOODWOOD MOUNTAIN,44.32784,-74.44933
FLOODWOOD MOUNTAIN,43.60757,-74.36376
FLOODWOOD POND,44.33125,-74.39741
FLOODWOOD POND,43.72229,-76.19911
FLORAL PARK,40.72371,-73.70485
FLORAL PARK CEMETERY,42.10591,-75.95575
FLORAL PARK PLAYGROUND,40.72621,-73.6943
FLORENCE,43.4384,-75.74935
FLORENCE CREEK,43.32674,-75.59518
FLOATING BATTERY ISLAND,43.6134,-73.55317
FLORENCE ISLAND,44.33949,-75.92718
FLORENCE POND,44.41388,-73.4523
FLORENCE STREET PARK,40.9576,-73.72513
LAKE FLORENCE,44.61642,-74.26436
LAKE FLORENCE,41.89341,-74.95359
POINT FLORENCE,42.7348,-74.89821
TOWN OF FLORENCE,43.42276,-75.74315
FLORIDA,41.33176,-74.35682
FLORIDA HILLS,42.91257,-74.20485
FLORIDA TOWN BRIDGE,42.88896,-74.22207
TOWN OF FLORIDA,42.89011,-74.21112
FLORIDAVILLE,43.23868,-76.48716
THE FLOW,44.48839,-74.17821
FLOWED LANDS,44.1127,-73.9914
FLOWER HILL,40.80732,-73.68124
FLOWER HILL,44.57645,-74.67018
FLOWER HILL PRIMARY SCHOOL,40.88982,-73.39401
LAKE FLOWER,44.3145,-74.12599
FLOWERS,42.04369,-75.68852
FLOWERS PARK,40.93093,-73.77208
FLOYD,43.21979,-75.33434
FLOYD BENNETT FIELD,40.58455,-73.88402
FLOYD CEMETERY,43.21257,-75.33628
FLOYD CEMETERY,40.7751,-72.82732
FLOYD POINT,40.76288,-72.81316
TOWN OF FLOYD,43.24624,-75.32976
FLUME BROOK,44.18283,-73.78375
FLORENCE HILL,43.42313,-75.79297
FLUSHING,40.76538,-73.81736
FLUSHING HELIPORT,40.777,-73.83428
FLUSHING BAY,40.77338,-73.85639
FLUSHING CEMETERY,40.75232,-73.79902
FLUSHING CREEK,40.76482,-73.84458
FLUSHING HIGH SCHOOL,40.76507,-73.82775
FLUSHING HOSPITAL MEDICAL CENTER,40.75555,-73.81645
PUBLIC SCHOOL 184,40.77861,-73.80028
FLUSHING MEADOWS - CORONA PARK,40.7401,-73.84069
FLUSHING STATION,40.75871,-73.82986
FLUVANNA,42.11922,-79.29199
FLUVANNA SCHOOL,42.12172,-79.29588
FLY BROOK,42.72535,-75.17961
FLY BROOK,41.71732,-74.27821
THE FLUME FALL,44.36644,-73.84014
FLY BROOK,43.67868,-73.59707
FLY CREEK,42.0498,-75.49268
FLY CREEK,42.20978,-79.03449
FLY CREEK,42.60868,-75.52213
FLY CREEK,43.51146,-74.29097
FLY CREEK,42.71841,-74.98321
FLY CREEK,42.70563,-74.98182
FLY CREEK,42.74285,-74.32569
FLY CREEK,43.45173,-74.00402
FLY CREEK,43.08619,-73.49678
FLY CREEK,43.1984,-77.05831
FLY CREEK VALLEY CEMETERY,42.71257,-74.9846
FLY MEADOW CREEK,42.45702,-75.57074
FLY ISLAND,40.93954,-73.48179
FLY POND,42.04823,-75.54888
FLY POND,43.9745,-73.90264
FLY POND,43.74827,-74.90204
FLY POND,43.27013,-73.98927
FLY POND,42.59284,-74.60791
FLY POND OUTLET,43.75173,-74.91017
FLY MOUNTAIN,41.89176,-74.0382
FLY SUMMIT,43.01258,-73.48428
FLY SWAMP,43.0223,-73.48011
THE FLY,42.35279,-75.29229
FLYING ACRES AIRPORT,43.34174,-75.35739
FLYING F AIRPORT,43.05561,-78.81587
BLUE HERON AIRPORT,42.69707,-74.20166
FLYING POINT,40.89149,-72.34481
FLYING POINT,40.89427,-72.35425
FLYNN BAY,44.25421,-76.13717
FLYNN BROOK,42.09342,-74.87433
FLY PONDS,43.94538,-74.66638
FLYNN BROOK,44.98949,-74.24297
FOBES ISLAND,43.15173,-76.32271
FODDER BROOK,43.4109,-73.96013
FOG HILL,42.34592,-73.45956
FOLLENSBY CLEAR POND,44.32311,-74.34905
FOLLENSBY JUNIOR POND,44.45829,-74.34226
FOLLENSBY POND,44.17363,-74.37509
FOLSOM CREEK,42.14784,-79.21255
FOLEY SQUARE,40.71427,-74.00292
FOLSOMDALE CEMETERY,42.82395,-78.46141
FONDA,42.95452,-74.37652
FONDA RESERVOIR,42.93887,-74.45681
FONTBONNE HALL ACADEMY,40.61367,-74.03666
FOOD AND MARITIME TRADES VOCATIONAL HIGH SCHOOL (HISTORICAL),40.73816,-74.00125
FOLSOMDALE,42.82728,-78.44808
FOOTE CEMETERY,42.3773,-75.43907
FOOTE HOLLOW,42.35897,-74.63487
FOOT CORNERS,42.63646,-76.72551
FOOTES POND,43.00241,-73.85733
FOOTS CORNERS,42.74645,-77.6775
FOOTS HILL,42.39868,-76.79023
FORBES ROCKS,40.95426,-73.67152
FORD BROOK,42.06507,-77.925
FOOTES,42.58506,-78.64447
FORD BROOK,43.74562,-73.84485
FORD BROOK CHURCH,42.05618,-77.95445
FORD CEMETERY,44.69228,-75.49411
FORD CEMETERY,43.2659,-76.74551
FORD CORNER,42.97534,-77.52722
FORD SHOALS,43.44257,-76.58661
FORDHAM,40.85927,-73.89847
FORDHAM HOSPITAL (HISTORICAL),40.85861,-73.88167
FORDHAM UNIVERSITY,40.86121,-73.88597
FORDHAM UNIVERSITY LINCOLN CENTER CAMPUS,40.77121,-73.98458
FORDHAMS CORNERS,44.40034,-75.19271
FORDS HILL,42.17425,-74.74294
FORDS HILL,42.82313,-73.544
FORDSBUSH,42.95952,-74.74209
FORDWAY MOUNTAIN,44.47699,-73.51652
FOREMAN HOLLOW,42.05451,-78.17751
FORD CEMETERY,42.65451,-77.57805
FOREST AVENUE METHODIST CHURCH,42.95063,-74.17457
FOREST AVENUE ELEMENTARY SCHOOL,40.71528,-73.36111
FOREST BAY,43.76395,-73.48595
FOREST BEACH,43.22062,-76.09159
FOREST BROOK ELEMENTARY SCHOOL,40.83389,-73.21083
FOREST CEMETERY,44.67506,-74.52573
FOREST CITY,43.95201,-75.44213
FOREST CITY PARK,40.6951,-73.52124
FOREST GLEN,42.73173,-78.84837
FOREST GLEN,41.70398,-74.1282
FOREST GLEN LAKE,41.56395,-74.76331
FOREST HILL,42.07924,-77.00108
FOREST HILL CEMETERY,42.44534,-79.32754
FOREST HILL CEMETERY,42.56729,-76.12687
FOREST HILL CEMETERY,43.07757,-75.25128
FOREST HILLS,40.71621,-73.85014
